,name,url_x,description,score,short_url,url_y,latlon,address,latitude,longitude
402,Parc 709 Bayonne,https://www.booking.com/hotel/fr/parc-709-bayonne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=c458a33351bb03e1&srepoch=1646176360&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', 'Situé à Bayonne, à moins de 1 km de la cathédrale Sainte-Marie, le Parc 709 Bayonne propose un hébergement avec vue sur la ville, connexion Wi-Fi et parking privé gratuits. ', '110 expériences vécues']","['9,4']",https://www.booking.com/hotel/fr/parc-709-bayonne.fr.html?aid=304142,https://www.booking.com/hotel/fr/parc-709-bayonne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=6d719aee891f0233&srepoch=1641938525&from=searchresults,"43.49560600,-1.48131700","6 Boulevard du BAB, 64100 Bayonne, France",43.495606,-1.481317
403,Luxury Design Hotel Particulier le 28,https://www.booking.com/hotel/fr/particulier-28-a-aix-aix-en-provence1.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7b07a333432c00df&srepoch=1646176359&from=searchresults#hotelTmpl,"[""Proposant un jardin privé avec 2 terrasses et un restaurant, L'Hotel Particulier Le 28 est situé à Aix-en-Provence. Il dispose d'un parking privé sur place et d'une connexion Wi-Fi gratuite. "", '311 expériences vécues']","['9,0']",https://www.booking.com/hotel/fr/particulier-28-a-aix-aix-en-provence1.fr.html?aid=304142,https://www.booking.com/hotel/fr/particulier-28-a-aix-aix-en-provence1.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=fc9c9aed4e23013f&srepoch=1641938524&from=searchresults,"43.52477550,5.45022450","28 Rue du Quatre Septembre, 13100 Aix-en-Provence, France",43.5247755,5.4502245
404,"Hôtel particulier ""le clos de la croix""",https://www.booking.com/hotel/fr/particulier-quot-le-clos-de-la-croix-quot.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=9954a332f36e007c&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Offrant une vue sur le jardin, l\'Hôtel particulier ""le clos de la croix"" est situé à Bayeux. Il propose un salon commun, un jardin et une terrasse. ', '133 expériences vécues']","['9,8']",https://www.booking.com/hotel/fr/particulier-quot-le-clos-de-la-croix-quot.fr.html?aid=304142,https://www.booking.com/hotel/fr/particulier-quot-le-clos-de-la-croix-quot.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=834b9aecdc830110&srepoch=1641938522&from=searchresults,"49.27796400,-0.70167700","16 Rue des Bouchers, 14400 Bayeux, France",49.277964,-0.701677
405,Hotel Spa Le Pasino,https://www.booking.com/hotel/fr/pasino.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=1be7a332f7bc034f&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé au cœur du Havre, l'Hotel Spa le Pasino dispose d'une piscine intérieure, d'un spa avec un sauna et d'un casino sur place. "", '611 expériences vécues']","['8,4']",https://www.booking.com/hotel/fr/pasino.fr.html?aid=304142,https://www.booking.com/hotel/fr/pasino.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=e6449aec3617020b&srepoch=1641938522&from=searchresults,"49.49117449,0.11193663","Place Jules Ferry, Perret, 76600 Le Havre, France",49.49117449,0.11193663
406,Pêche de Vigne & Spa,https://www.booking.com/hotel/fr/peche-de-vigne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=c0b5a332b0930222&srepoch=1646176358&from=searchresults#hotelTmpl,"['Le Pêche de Vigne & Spa est un hôtel situé à Rodern, à 49 km de Strasbourg. ', '582 expériences vécues']","['8,9']",https://www.booking.com/hotel/fr/peche-de-vigne.fr.html?aid=304142,https://www.booking.com/hotel/fr/peche-de-vigne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=e0269aec0d190206&srepoch=1641938522&from=searchresults,"48.22489193,7.35395480","31 rue du Pinot Noir, 68590 Rodern, France",48.22489193,7.3539548
407,Péniche DJEBELLE,https://www.booking.com/hotel/fr/peniche-djebelle.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=c458a33351bb03e1&srepoch=1646176360&from=searchresults#hotelTmpl,"['Située à Bayonne, à moins de 2,3 km de la cathédrale Sainte-Marie et à 3,1 km du parc Ansot, la Péniche DJEBELLE propose un salon commun, une terrasse et une connexion Wi-Fi gratuite. ', '157 expériences vécues']","['9,6']",https://www.booking.com/hotel/fr/peniche-djebelle.fr.html?aid=304142,https://www.booking.com/hotel/fr/peniche-djebelle.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=6d719aee891f0233&srepoch=1641938525&from=searchresults,"43.49633500,-1.47374900","17 quai de Lesseps, 64100 Bayonne, France",43.496335,-1.473749
408,Le Petit Vatel,https://www.booking.com/hotel/fr/petitvatel.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=1be7a332f7bc034f&srepoch=1646176357&from=searchresults#hotelTmpl,"[""Le Petit Vatel se situe dans l'espace Perret, à 500 mètres de la mairie du Havre et à 1 km de la gare ainsi que de l'embarcadère des ferries. La\xa0connexion Wi-Fi est gratuite. "", '499 expériences vécues']","['7,6']",https://www.booking.com/hotel/fr/petitvatel.fr.html?aid=304142,https://www.booking.com/hotel/fr/petitvatel.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=e6449aec3617020b&srepoch=1641938522&from=searchresults,"49.49111700,0.10451764","86 rue Louis Brindeau, Perret, 76600 Le Havre, France",49.491117,0.10451764
409,Aparthotel Adagio Aix-en-Provence Centre,https://www.booking.com/hotel/fr/pierre-vacances-city-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=7b07a333432c00df&srepoch=1646176359&from=searchresults#hotelTmpl,"[""L'Aparthotel Adagio Aix-en-Provence Centre se situe dans une rue paisible du centre de la commune d'Aix-en-Provence, à 10 minutes à pied des cafés et des fontaines du cours Mirabeau. "", '1 526 expériences vécues']","['8,6']",https://www.booking.com/hotel/fr/pierre-vacances-city-centre.fr.html?aid=304142,https://www.booking.com/hotel/fr/pierre-vacances-city-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=fc9c9aed4e23013f&srepoch=1641938524&from=searchresults,"43.52890621,5.44086903","3/5, rue des Chartreux, 13100 Aix-en-Provence, France",43.52890621,5.44086903
410,"HYPER CENTRE, VUE MER ,APPARTEMENT NEUF, 6 adultes",https://www.booking.com/hotel/fr/plein-centre-appartement-neuf-6-couchages-vue-mer.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=882fa333cb4e001d&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""L'HYPER CENTRE, VUE MER, APPARTEMENT NEUF, 6 adultes est un hébergement en bord de mer situé à Biarritz, à 200 mètres de la plage des Pêcheurs et à 450 mètres de la plage de la Côte des Basques. "", '23 expériences vécues']","['9,6']",https://www.booking.com/hotel/fr/plein-centre-appartement-neuf-6-couchages-vue-mer.fr.html?aid=304142,https://www.booking.com/hotel/fr/plein-centre-appartement-neuf-6-couchages-vue-mer.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=dc249aee9f000007&srepoch=1641938525&from=searchresults,"43.48240567,-1.56092597","Place Bellevue , résidence BELLEVUE CLEMENCEAU , BAT A2 , 4° étage , appartement 702, 64200 Biarritz, France",43.48240567,-1.56092597
411,Ibis Marseille Centre Prefecture,https://www.booking.com/hotel/fr/premiere-classe-marseille-centre-xml.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1449947&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=a66ea333f3e4007e&srepoch=1646176359&from=searchresults#hotelTmpl,"[""L'Ibis Marseille Centre Prefecturemet à votre disposition une connexion Wi-Fi gratuite et une réception ouverte 24h/24. "", '733 expériences vécues']","['7,5']",https://www.booking.com/hotel/fr/premiere-classe-marseille-centre-xml.fr.html?aid=304142,https://www.booking.com/hotel/fr/premiere-classe-marseille-centre-xml.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1449947&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=06a09aedbc9701c9&srepoch=1641938524&from=searchresults,"43.29155323,5.38197108","13 Rue Lafon, Castellane et Préfecture, 13006 Marseille, France",43.29155323,5.38197108
412,Hôtel Princes de Catalogne,https://www.booking.com/hotel/fr/princes-de-catalogne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=773da333d6c00110&srepoch=1646176360&from=searchresults#hotelTmpl,"[""Situé sur une place tranquille dans la ville pittoresque de Collioure, l'Hôtel Princes de Catalogne se trouve à 400 mètres de la plage. Il a été rénové début 2009 et affiche un style contemporain. "", '1 524 expériences vécues']","['8,0']",https://www.booking.com/hotel/fr/princes-de-catalogne.fr.html?aid=304142,https://www.booking.com/hotel/fr/princes-de-catalogne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=6eda9aedf28f0085&srepoch=1641938524&from=searchresults,"42.52591431,3.08268160","Rue Des Palmiers, 66190 Collioure, France",42.52591431,3.0826816
413,Lagrange Aparthotel Toulouse Saint-Michel,https://www.booking.com/hotel/fr/privila-ge-appart-guillaumet.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1473166&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=d6eaa333598c00ee&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Le Lagrange Aparthotel Toulouse Saint-Michel est situé à seulement 160 mètres de la station de métro Saint-Michel, à 10 minutes à pied du musée d'histoire naturelle et à 1,5 km du stade de Toulouse. "", '2 668 expériences vécues']","['8,1']",https://www.booking.com/hotel/fr/privila-ge-appart-guillaumet.fr.html?aid=304142,https://www.booking.com/hotel/fr/privila-ge-appart-guillaumet.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1473166&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=245d9aee70130110&srepoch=1641938525&from=searchresults,"43.58763592,1.44667894","36 Grande Rue Saint Michel, 31400 Toulouse, France",43.58763592,1.44667894
414,nhow Marseille,https://www.booking.com/hotel/fr/pullman-palm-beach-marseille.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1449947&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=a66ea333f3e4007e&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Le nhow Marseille at Palm Beach est installé en front de mer dans la baie du Prado, à 4 km du centre de Marseille. ', '2 846 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/pullman-palm-beach-marseille.fr.html?aid=304142,https://www.booking.com/hotel/fr/pullman-palm-beach-marseille.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1449947&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=06a09aedbc9701c9&srepoch=1641938524&from=searchresults,"43.26873557,5.36907434","200 Corniche J.F. Kennedy, 13007 Marseille, France",43.26873557,5.36907434
415,Kyriad Grenoble Centre,https://www.booking.com/hotel/fr/qualityhotelgrenoble.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1430647&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=3e43a33277100085&srepoch=1646176358&from=searchresults#hotelTmpl,"[""Situé à Grenoble, à 200 mètres du stade Lesdiguières, le Kyriad Grenoble Centre vous accueille dans un hôtel 3 étoiles doté d'une réception ouverte 24h/24 et d'une connexion Wi-Fi gratuite. "", '1 452 expériences vécues']","['7,8']",https://www.booking.com/hotel/fr/qualityhotelgrenoble.fr.html?aid=304142,https://www.booking.com/hotel/fr/qualityhotelgrenoble.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1430647&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=d5099aeda8ca011e&srepoch=1641938523&from=searchresults,"45.16819994,5.71199477","116 Cours de la Libération, 38100 Grenoble, France",45.16819994,5.71199477
416,Résidence Natura,https://www.booking.com/hotel/fr/ra-c-sidence-natura.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=6d94a3338b8c0168&srepoch=1646176361&from=searchresults#hotelTmpl,"['Située à Ax-les-Thermes, la Résidence Natura propose des appartements indépendants avec une télévision à écran plat et un coin salon, ainsi que des chambres doubles. ', '377 expériences vécues']","['7,3']",https://www.booking.com/hotel/fr/ra-c-sidence-natura.fr.html?aid=304142,https://www.booking.com/hotel/fr/ra-c-sidence-natura.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=93ed9aede578003b&srepoch=1641938524&from=searchresults,"42.71931396,1.83852285","8 rue Constant Alibert, 09110 Ax-les-Thermes, France",42.71931396,1.83852285
417,Résidence La Palma,https://www.booking.com/hotel/fr/ra-c-sidence-palma.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=cc92a333252700ce&srepoch=1646176360&from=searchresults#hotelTmpl,"['La Résidence La Palma est située à Saintes-Maries-de-la-Mer, à seulement 100 mètres de la plage et du centre du village. ', '101 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/ra-c-sidence-palma.fr.html?aid=304142,https://www.booking.com/hotel/fr/ra-c-sidence-palma.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1465138&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=577f9aedc67d0257&srepoch=1641938524&from=searchresults,"43.45105644,4.42515671","16, rue Alphonse Daudet, 13460 Les Saintes-Maries-de-la-Mer, France",43.45105644,4.42515671
418,ApartHotel Sainte-Marthe,https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1409631&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=dc24a333776800c4&srepoch=1646176359&from=searchresults#hotelTmpl,"[""Situé en face de l'université Sainte Marthe, à seulement 15\xa0minutes à pied du Palais des Papes et du centre historique d'Avignon, l'Apart'Hotel Sainte-Marthe propose des appartements indépendants et..."", '3 862 expériences vécues']","['7,7']",https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.fr.html?aid=304142,https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1409631&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=894f9aed39fa0007&srepoch=1641938524&from=searchresults,"43.94989514,4.81986389","6 Route de Lyon , 84000 Avignon, France",43.94989514,4.81986389
419,Résidence Vénus,https://www.booking.com/hotel/fr/ra-c-sidence-va-c-nus.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=b275a3320c52000f&srepoch=1646176358&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""L'appartement 1 chambre du Résidence Vénus est situé le long de la route des Vins d'Alsace, à 13 km du club de golf d'Ammerschwihr. "", '110 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/ra-c-sidence-va-c-nus.fr.html?aid=304142,https://www.booking.com/hotel/fr/ra-c-sidence-va-c-nus.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=f25c9aeca27601bf&srepoch=1641938523&from=searchresults,"48.04363894,7.30606377","10 Rue du Rempart Nord, 68420 Eguisheim, France",48.04363894,7.30606377
420,Radisson Blu Hotel Biarritz,https://www.booking.com/hotel/fr/radisson-blu-hotel-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=882fa333cb4e001d&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Situé dans le centre de Biarritz, le Radisson Blu Hotel Biarritz surplombe la plage de surf Côte des Basques. ', '1 743 expériences vécues']","['7,5']",https://www.booking.com/hotel/fr/radisson-blu-hotel-biarritz.fr.html?aid=304142,https://www.booking.com/hotel/fr/radisson-blu-hotel-biarritz.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=dc249aee9f000007&srepoch=1641938525&from=searchresults,"43.47827192,-1.56469077","1 Carrefour Helianthe, 64200 Biarritz, France",43.47827192,-1.56469077
421,"Radisson Blu Hotel, Lyon",https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1448468&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=6771a332a40e01b5&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à 300 mètres de la gare Part-Dieu, l'établissement Radisson Blu Hotel, Lyon est doté d'un restaurant-bar offrant une vue panoramique sur Lyon depuis le 32ème étage de l'emblématique tour..."", '6 909 expériences vécues']","['8,1']",https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html?aid=304142,https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1448468&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ab2c9aed908700fa&srepoch=1641938523&from=searchresults,"45.76106379,4.85515237","129 rue Servient, 3e arr., 69003 Lyon, France",45.76106379,4.85515237
422,"Radisson Blu Hotel, Rouen Centre",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=54a1a3329faa0007&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à Rouen, le Radisson Blu Hotel, Rouen Centre dispose d'un restaurant servant des plats locaux de haute qualité, d'une salle de sport, d'un bar et d'un salon commun. "", '1 804 expériences vécues']","['8,9']",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?aid=304142,https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d0fd9aec948b02b0&srepoch=1641938522&from=searchresults,"49.44644100,1.09412000","6-8 Rue du Donjon, 76000 Rouen, France",49.446441,1.09412
423,Hotel Reine Mathilde,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=9954a332f36e007c&srepoch=1646176357&from=searchresults#hotelTmpl,"[""L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. "", '995 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?aid=304142,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=834b9aecdc830110&srepoch=1641938522&from=searchresults,"49.27603159,-0.70172489","23 Rue Larcher, 14400 Bayeux, France",49.27603159,-0.70172489
424,Terres de France - Résidence Côté Provence,https://www.booking.com/hotel/fr/residence-cote-provence.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bc8ba333380f0152&srepoch=1646176359&from=searchresults#hotelTmpl,"['Situé à Gréoux-les-Bains, à 43 km de Lourmarin, le Terres de France - Résidence Côté Provence propose une piscine extérieure ouverte en saison et une connexion Wi-Fi gratuite. ', '272 expériences vécues']","['7,4']",https://www.booking.com/hotel/fr/residence-cote-provence.fr.html?aid=304142,https://www.booking.com/hotel/fr/residence-cote-provence.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=e6ae9aedf03f0006&srepoch=1641938523&from=searchresults,"43.75720200,5.89661000","11 Avenue des Thermes, 04800 Gréoux-les-Bains, France",43.757202,5.89661
425,Résidence du Soleil,https://www.booking.com/hotel/fr/residence-du-soleil-collioure.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=773da333d6c00110&srepoch=1646176360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé dans le centre-ville de Collioure, à 400 mètres du château royal et à 100 mètres de la plage, cet appartement dispose d'une terrasse et d'un jardin. "", '259 expériences vécues']","['7,7']",https://www.booking.com/hotel/fr/residence-du-soleil-collioure.fr.html?aid=304142,https://www.booking.com/hotel/fr/residence-du-soleil-collioure.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=6eda9aedf28f0085&srepoch=1641938524&from=searchresults,"42.52311754,3.08542530","B 7 Rue du Soleil, 66190 Collioure, France",42.52311754,3.0854253
426,Résidence Odalys Le Mas des Flamants,https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=ca54a3335a8400ec&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Située à l'extérieur des fortifications d'Aigues-Mortes, sur les rives du Vidourle, la Résidence Odalys Le Mas des Flamants possède une piscine et des pataugeoires. "", '398 expériences vécues']","['8,0']",https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.fr.html?aid=304142,https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=6dfb9aed2f1f000d&srepoch=1641938524&from=searchresults,"43.57379435,4.18062186","60 Chemin de Trouche, 30220 Aigues-Mortes, France",43.57379435,4.18062186
