,name,url_x,description,score,short_url,url_y,latlon,address,latitude,longitude
0,Studio avec Jardin et Parking Privés,https://www.booking.com/hotel/fr/217-rue-des-iris.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1413801&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=a87ea333ae33003b&srepoch=1646176358&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Bormes-les-Mimosas, à 2,5 km de la plage de l'Anglade, à 2,7 km de la plage de la Pointe de Gouron et à 3,8 km de La Favière, le Studio avec Jardin et Parking Privés propose un hébergement..."", '38 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/217-rue-des-iris.fr.html?aid=304142,https://www.booking.com/hotel/fr/217-rue-des-iris.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1413801&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=fb899aed30b100ca&srepoch=1641938523&from=searchresults,"43.14036330,6.33671490","217 Rue des Iris, 83230 Bormes-les-Mimosas, France",43.1403633,6.3367149
1,"4 bedrooms luxury appartment for 10p in Eguisheim, 10 mn from Colmar",https://www.booking.com/hotel/fr/4-bedrooms-luxury-appartment-for-10p-in-eguisheim-10-mn-from-colmar.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=b275a3320c52000f&srepoch=1646176358&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Eguisheim, à 10 mn de Colmar, au cœur du marché de Noël d'Eguisheim, l'établissement 4 bedrooms luxury apartment for 10 p offre une vue sur la ville. "", '14 expériences vécues']","['8,9']",https://www.booking.com/hotel/fr/4-bedrooms-luxury-appartment-for-10p-in-eguisheim-10-mn-from-colmar.fr.html?aid=304142,https://www.booking.com/hotel/fr/4-bedrooms-luxury-appartment-for-10p-in-eguisheim-10-mn-from-colmar.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=f25c9aeca27601bf&srepoch=1641938523&from=searchresults,"48.04267190,7.30556570","2e étage 5 Place du Marché aux Saules, 68420 Eguisheim, France",48.0426719,7.3055657
2,46FM : Montauban Guest House,https://www.booking.com/hotel/fr/46-fm.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=b257a3336be401df&srepoch=1646176361&from=searchresults#hotelTmpl,"['Le 46FM : Montauban Guest House se trouve au 46 faubourg du Moustier, sur la plus vieille avenue de Montauban. ', '151 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/46-fm.fr.html?aid=304142,https://www.booking.com/hotel/fr/46-fm.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=b3d49aee968c0009&srepoch=1641938525&from=searchresults,"44.01277500,1.35639000","46 Faubourg du Moustier, 82000 Montauban, France",44.012775,1.35639
3,A l'ombre du Palais,https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1409631&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=dc24a333776800c4&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à 500 mètres du palais des Papes et à 10 minutes à pied du pont d'Avignon, l'établissement A l'ombre du Palais propose des hébergements avec une terrasse commune meublée et une connexion Wi-Fi..."", '72 expériences vécues']","['8,4']",https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.fr.html?aid=304142,https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1409631&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=894f9aed39fa0007&srepoch=1641938524&from=searchresults,"43.95172900,4.81033900","25 RUE BERTRAND, 84000 Avignon, France",43.951729,4.810339
4,A l'ombre du verger,https://www.booking.com/hotel/fr/a-l-39-ombre-du-verger.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=c0b5a332b0930222&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Breitenau, l'établissement A l'ombre du verger dispose d'un salon commun, d'un jardin, d'une terrasse et d'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. "", '64 expériences vécues']","['9,5']",https://www.booking.com/hotel/fr/a-l-39-ombre-du-verger.fr.html?aid=304142,https://www.booking.com/hotel/fr/a-l-39-ombre-du-verger.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=e0269aec0d190206&srepoch=1641938522&from=searchresults,"48.32252300,7.28986700","61 rue principale, 67220 Breitenau, France",48.322523,7.289867
5,Abbaye des Capucins Spa & Resort,https://www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=b257a3336be401df&srepoch=1646176361&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['L’Abbaye des Capucins Spa & Resort vous accueille à Montauban, à 30 minutes en voiture de Toulouse. ', '1 754 expériences vécues']","['8,4']",https://www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.fr.html?aid=304142,https://www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=b3d49aee968c0009&srepoch=1641938525&from=searchresults,"44.02054293,1.34956688","6-8 Quai De Verdun, 82000 Montauban, France",44.02054293,1.34956688
6,Ace Hotel Annecy,https://www.booking.com/hotel/fr/ace-annecy.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407760&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=10d8a3322cde01eb&srepoch=1646176358&from=searchresults#hotelTmpl,"[""Doté d'une réception ouverte 24h/24, l'Ace Hotel Annecy est situé à Seynod, à moins de 5 km du lac d'Annecy et du centre-ville d'Annecy. "", '3 275 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/ace-annecy.fr.html?aid=304142,https://www.booking.com/hotel/fr/ace-annecy.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407760&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=6f239aed655d0146&srepoch=1641938523&from=searchresults,"45.88008995,6.09713048","8 Boulevard du Semnoz  - Zone d'activités  de Periaz Seynod, 74600 Annecy, France",45.88008995,6.09713048
7,Zenitude Hôtel-Résidences Nîmes Centre,https://www.booking.com/hotel/fr/adagio-access-nimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=4be3a333ffbe0168&srepoch=1646176359&from=searchresults#hotelTmpl,"['Le Zenitude Hôtel-Résidences Nîmes Centre est une résidence respectueuse de l’environnement située à Nîmes. Le parc des expositions vous attend à 1,6\xa0km. Une connexion Wi-Fi gratuite est disponible. ', '2 213 expériences vécues']","['7,6']",https://www.booking.com/hotel/fr/adagio-access-nimes.fr.html?aid=304142,https://www.booking.com/hotel/fr/adagio-access-nimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=54a19aedaaee00e4&srepoch=1641938524&from=searchresults,"43.83249328,4.36785668","5 allée Boissy d'Anglas - Triangle de la Gare, 30000 Nîmes, France",43.83249328,4.36785668
8,Hôtel Aiglon,https://www.booking.com/hotel/fr/aiglon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=19aba33224c301d7&srepoch=1646176357&from=searchresults#hotelTmpl,"['Situé au cœur du quartier de Montparnasse, cet hôtel design est à seulement 30 mètres de la station de métro Raspail. Les chambres sont modernes et élégantes avec connexion Wi-Fi gratuite. ', '877 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/aiglon.fr.html?aid=304142,https://www.booking.com/hotel/fr/aiglon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=44079aec3c9100f9&srepoch=1641938522&from=searchresults,"48.83971177,2.33017266","232 Boulevard Raspail, 14e arr., 75014 Paris, France",48.83971177,2.33017266
9,Hôtel AKENA BESANCON,https://www.booking.com/hotel/fr/akena-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=04dba3325b4701d5&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à Besançon, à 7\xa0km du parc Micropolis, l'Hôtel AKENA BESANCON propose un restaurant, un parking privé gratuit, un bar et une terrasse. "", '1 193 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/akena-besancon.fr.html?aid=304142,https://www.booking.com/hotel/fr/akena-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=342d9aec72ac0237&srepoch=1641938523&from=searchresults,"47.23547525,5.90008540","1 Rue Victor Considérant - Parc de L’Echange-Vaux les Prés, 25770 Besançon, France",47.23547525,5.9000854
10,All Suites Besançon,https://www.booking.com/hotel/fr/all-suites-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=04dba3325b4701d5&srepoch=1646176358&from=searchresults#hotelTmpl,"[""L'Hôtel All Suites Besançon dispose d'un sauna, d'une salle de sport et d'une connexion Wi-Fi gratuite, accessible dans l'ensemble de ses locaux. "", '2 384 expériences vécues']","['8,0']",https://www.booking.com/hotel/fr/all-suites-besancon.fr.html?aid=304142,https://www.booking.com/hotel/fr/all-suites-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1412198&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=342d9aec72ac0237&srepoch=1641938523&from=searchresults,"47.25435723,5.99548012","17 Avenue des Montboucons, 25000 Besançon, France",47.25435723,5.99548012
11,Alliance Lille - Couvent Des Minimes,https://www.booking.com/hotel/fr/alliance-lille-couvent-des-minimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1447079&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=a9d5a332589400b7&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'Alliance Lille - Couvent Des Minimes occupe un ancien couvent du XVIIe siècle situé à 5 minutes du centre de Lille. "", '1 401 expériences vécues']","['7,8']",https://www.booking.com/hotel/fr/alliance-lille-couvent-des-minimes.fr.html?aid=304142,https://www.booking.com/hotel/fr/alliance-lille-couvent-des-minimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1447079&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=bd659aec0e9a0316&srepoch=1641938522&from=searchresults,"50.63786885,3.05462770","17 Quai Du Wault, Vieux-Lille, 59027 Lille, France",50.63786885,3.0546277
12,Hôtel Altica La Rochelle,https://www.booking.com/hotel/fr/altica-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=1d52a333a7550189&srepoch=1646176361&from=searchresults#hotelTmpl,"['L’Hôtel Altica La Rochelle vous accueille à seulement 1\xa0km du centre-ville de la Rochelle. propose des chambres confortables équipées d’une connexion Wi-Fi gratuite. ', '1 841 expériences vécues']","['6,9']",https://www.booking.com/hotel/fr/altica-la-rochelle.fr.html?aid=304142,https://www.booking.com/hotel/fr/altica-la-rochelle.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=2e749aee2b9501d3&srepoch=1641938525&from=searchresults,"46.14939066,-1.15375221","49, Rue de la Scierie Les Minimes, 17000 La Rochelle, France",46.14939066,-1.15375221
13,Hotel Elysees Opera,https://www.booking.com/hotel/fr/america.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=19aba33224c301d7&srepoch=1646176357&from=searchresults#hotelTmpl,"['Situé dans le très chic 8ème arrondissement de Paris, cet hôtel propose des chambres modernes dotées d’un balcon. ', '685 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/america.fr.html?aid=304142,https://www.booking.com/hotel/fr/america.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=44079aec3c9100f9&srepoch=1641938522&from=searchresults,"48.88141526,2.32455321","17, rue de Turin, 8e arr., 75008 Paris, France",48.88141526,2.32455321
14,Amiens LOFT,https://www.booking.com/hotel/fr/amiens-loft.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407447&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=933fa332431a0016&srepoch=1646176357&from=searchresults#hotelTmpl,"[""L'Amiens LOFT propose un appartement dans le quartier de Saint-Leu. Il se trouve à 270 mètres du parc Saint-Pierre et offre une vue sur la cathédrale d'Amiens située à 400 mètres. "", '65 expériences vécues']","['9,4']",https://www.booking.com/hotel/fr/amiens-loft.fr.html?aid=304142,https://www.booking.com/hotel/fr/amiens-loft.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407447&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=cd7f9aecf779031e&srepoch=1641938522&from=searchresults,"49.89582519,2.30412349","10 Place Parmentier, Apt 405, 80000 Amiens, France",49.89582519,2.30412349
15,Appartement Bord de Mer La Faviere,https://www.booking.com/hotel/fr/apartement-la-faviere-bormes-les-mimosas.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1413801&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=a87ea333ae33003b&srepoch=1646176358&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Rénové en janvier 2022, l'Apartement La Faviere est situé à Bormes-les-Mimosas et dispose d'une terrasse avec vue sur le jardin. Vous trouverez des restaurants et des boutiques à moins de 400 mètres. "", '43 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/apartement-la-faviere-bormes-les-mimosas.fr.html?aid=304142,https://www.booking.com/hotel/fr/apartement-la-faviere-bormes-les-mimosas.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1413801&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=fb899aed30b100ca&srepoch=1641938523&from=searchresults,"43.12602594,6.35675467","112 boulevard de la plage, 83230 Bormes-les-Mimosas, France",43.12602594,6.35675467
16,Aparthotel Adagio Access Dijon République,https://www.booking.com/hotel/fr/aparthotel-adagio-access-dijon-republique.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1423981&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=dac5a332aefc008d&srepoch=1646176358&from=searchresults#hotelTmpl,"[""Situé dans le centre-ville de Dijon, à seulement 3 minutes à pied de la place de la République, l'Aparthotel Adagio Access Dijon République propose une réception ouverte 24h/24 et une connexion Wi-Fi..."", '1 402 expériences vécues']","['8,5']",https://www.booking.com/hotel/fr/aparthotel-adagio-access-dijon-republique.fr.html?aid=304142,https://www.booking.com/hotel/fr/aparthotel-adagio-access-dijon-republique.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1423981&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=17629aed7ab900a5&srepoch=1641938523&from=searchresults,"47.32552600,5.04948040","33 rue de Mulhouse, 21000 Dijon, France",47.325526,5.0494804
17,Apartment Jeanne,https://www.booking.com/hotel/fr/apartment-jeanne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=0c20a333b0370008&srepoch=1646176360&from=searchresults#hotelTmpl,"[""Situé à Carcassonne, à 200 mètres de la Maison des Mémoires, à 600 mètres de la cathédrale et à 5 km du campus de l'IUT de Perpignan - Carcassonne, l'Apartment Jeanne propose un hébergement avec une..."", '29 expériences vécues']","['9,4']",https://www.booking.com/hotel/fr/apartment-jeanne.fr.html?aid=304142,https://www.booking.com/hotel/fr/apartment-jeanne.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416701&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=bfcd9aed724b0014&srepoch=1641938524&from=searchresults,"43.21115800,2.35088900","54 Rue Voltaire, 11000 Carcassonne, France",43.211158,2.350889
18,Appart'Hôtel Bellevue,https://www.booking.com/hotel/fr/appart-39-bellevue.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=c458a33351bb03e1&srepoch=1646176360&from=searchresults#hotelTmpl,"[""Situé dans un jardin, l'Appart'Hôtel Bellevue propose un hébergement à Bayonne, à seulement 2,4 km de la cathédrale Sainte-Marie. "", '295 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/appart-39-bellevue.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-39-bellevue.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=6d719aee891f0233&srepoch=1641938525&from=searchresults,"43.50579423,-1.45608832","40 Chemin du Moulin de Habas, 64100 Bayonne, France",43.50579423,-1.45608832
19,Appart'City Confort Nimes Arenes,https://www.booking.com/hotel/fr/appart-39-city-nimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=4be3a333ffbe0168&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'Appart'City Confort Nîmes Arenes est situé dans le centre historique de Nîmes, à 1 minute à pied des arènes, à 300 mètres de la gare et à proximité d'un parking public souterrain. "", '1 984 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/appart-39-city-nimes.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-39-city-nimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=54a19aedaaee00e4&srepoch=1641938524&from=searchresults,"43.83387353,4.36143396","1 Boulevard De Bruxelles, 30000 Nîmes, France",43.83387353,4.36143396
20,Odalys City Amiens Blamont,https://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407447&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=933fa332431a0016&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à 2,8 km du Zénith d'Amiens et à 900 mètres du musée Berny à Amiens, l'Odalys City Amiens Blamont propose des hébergements avec une connexion Wi-Fi gratuite. "", '1 126 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407447&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cd7f9aecf779031e&srepoch=1641938522&from=searchresults,"49.88714842,2.31161090","25 rue du Blamont, 80000 Amiens, France",49.88714842,2.3116109
21,Odalys City Colmar La Rose d'Argent,https://www.booking.com/hotel/fr/appart-39-odalys-la-rose-d-39-argent.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=5252a3324f0b022b&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à Colmar, à seulement 1,6 km de la gare, l'Odalys City Colmar La Rose d'Argent propose une salle de sport et une piscine à contre-courant avec jets de massage. "", '4 541 expériences vécues']","['7,9']",https://www.booking.com/hotel/fr/appart-39-odalys-la-rose-d-39-argent.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-39-odalys-la-rose-d-39-argent.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=1da19aec8e3401c0&srepoch=1641938523&from=searchresults,"48.07891558,7.36514839","2 RUE DU GRILLENBREIT, 68000 Colmar, France",48.07891558,7.36514839
22,Odalys City Dijon Les Cordeliers,https://www.booking.com/hotel/fr/appart-39-odalys-les-cordeliers.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1423981&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=dac5a332aefc008d&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'Odalys City Dijon Les Cordeliers est situé dans le centre historique de Dijon. "", '3 892 expériences vécues']","['8,1']",https://www.booking.com/hotel/fr/appart-39-odalys-les-cordeliers.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-39-odalys-les-cordeliers.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1423981&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=17629aed7ab900a5&srepoch=1641938523&from=searchresults,"47.31827001,5.04011462","3/5, rue Turgot, Centre-ville de Dijon, 21000 Dijon, France",47.31827001,5.04011462
23,appart central,https://www.booking.com/hotel/fr/appart-central-collioure.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=773da333d6c00110&srepoch=1646176360&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Collioure, à 250 mètres de la plage de Port Avall et à 350 mètres de celle de Boramar, l'appart central dispose de la climatisation. "", '120 expériences vécues']","['9,0']",https://www.booking.com/hotel/fr/appart-central-collioure.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-central-collioure.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=6eda9aedf28f0085&srepoch=1641938524&from=searchresults,"42.52488242,3.08187893","32 bis impasse du jardin baretge, 66190 Collioure, France",42.52488242,3.08187893
24,Zenitude Hôtel-Résidences Les Hauts d'Annecy,https://www.booking.com/hotel/fr/appart-city-annecy-seynod.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407760&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=10d8a3322cde01eb&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Le Zenitude Hôtel - Résidences Les Hauts d’Annecy se situe à Seynod, à 3\xa0km du lac d’Annecy et à 2\xa0km du centre-ville. ', '4 018 expériences vécues']","['7,0']",https://www.booking.com/hotel/fr/appart-city-annecy-seynod.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-city-annecy-seynod.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1407760&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6f239aed655d0146&srepoch=1641938523&from=searchresults,"45.89074900,6.10775300","16, rue du Champ de la Taillee, 74600 Annecy, France",45.890749,6.107753
